Target,Feature,MeanAbsSHAP
res_u0,MorganFP_384,0.0004957187302206875
res_u0,MorganFP_867,0.0004949396983884071
res_u0,MorganFP_794,0.0004949346289213281
res_u0,MorganFP_1860,0.0004930800791792648
res_u0,MorganFP_1928,0.0004925612438264579
res_u0,MorganFP_529,0.0004925202331360197
res_u0,MorganFP_457,0.0004909153979533585
res_u0,MorganFP_247,0.00048169726080321594
res_u0,MorganFP_1070,0.0004807592581677227
res_u0,MorganFP_906,0.000480199224781245
res_u0,MorganFP_1281,0.00048019783497528577
res_u0,MorganFP_1598,0.00047805653024988716
res_u0,MorganFP_1480,0.0004732800008923732
res_u0,MorganFP_2006,0.00047143445153415085
res_u0,MorganFP_1104,0.00047081125735712705
res_u0,MorganFP_196,0.0004682967408807599
res_u0,MorganFP_1799,0.0004678736743808258
res_u0,MorganFP_614,0.0004646500273665879
res_u0,PEOE_VSA11,0.00046317771388271466
res_u0,MorganFP_1992,0.00046124210313428193
res_u0,MorganFP_1870,0.0004593084102089051
res_u0,MorganFP_1243,0.0004592138767184224
res_u0,MorganFP_1121,0.00045874710084171965
res_u0,MorganFP_2001,0.00045871660398552193
res_u0,MorganFP_716,0.00045327675623411777
res_u0,MorganFP_1233,0.00045133579822140746
res_u0,fr_Al_OH_noTert,0.00045123707951837133
res_u0,MorganFP_1664,0.00044496886519482357
res_u0,MorganFP_760,0.0004446321766299661
res_u0,MorganFP_1389,0.0004405357692012331
res_u0,MorganFP_1244,0.00043414019896954414
res_u0,MorganFP_844,0.0004341119564878113
res_u0,MorganFP_1043,0.0004338869591592811
res_u0,MorganFP_142,0.000431982485257322
res_u0,MorganFP_1933,0.0004315000278584193
res_u0,MorganFP_1226,0.0004307542237220332
res_u0,MorganFP_43,0.0004287721026104663
res_u0,fr_Al_COO,0.0004274129719124176
res_u0,fr_nitro,0.00042699707305291667
res_u0,MorganFP_916,0.00042691552924316057
res_u0,MorganFP_1685,0.00042591752509497384
res_u0,MorganFP_1216,0.0004250317713158438
res_u0,MorganFP_1648,0.0004244926179549111
res_u0,MorganFP_2030,0.00042431476568162907
res_u0,MorganFP_1894,0.0004242767709902182
res_u0,MorganFP_1731,0.0004237898938008584
res_u0,MorganFP_1718,0.00042261065868007107
res_u0,MorganFP_1386,0.0004215700898639625
res_u0,MorganFP_1356,0.0004206972408865113
res_u0,MorganFP_680,0.000419970206051687
res_u0,MorganFP_115,0.0004186029012741308
res_u0,MorganFP_1492,0.0004174199038825464
res_u0,MorganFP_689,0.0004131294225662714
res_u0,MorganFP_1583,0.0004103409516683314
res_u0,MorganFP_1105,0.00040755853675364053
res_u0,MorganFP_1885,0.00040670689310354647
res_u0,MorganFP_1944,0.0004064815163683306
res_u0,MorganFP_848,0.0004063773105081054
res_u0,MorganFP_932,0.0004062533791657188
res_u0,MorganFP_1069,0.00040606196708540664
res_u0,MorganFP_1974,0.0004033297137284535
res_u0,MorganFP_908,0.00040085434756474567
res_u0,MorganFP_135,0.0003988200032281384
res_u0,MorganFP_1375,0.0003985297043691389
res_u0,MorganFP_1536,0.0003967579326708801
res_u0,MorganFP_77,0.00039611581542658313
res_u0,MorganFP_1724,0.0003957109806360677
res_u0,MorganFP_1746,0.0003954050386018935
res_u0,MorganFP_468,0.0003943820000022242
res_u0,MorganFP_1976,0.00039365899289623487
res_u0,MorganFP_1442,0.00039316000213148074
res_u0,MorganFP_1888,0.00039155890584061125
res_u0,MorganFP_1518,0.00038898913103912493
res_u0,MorganFP_1485,0.0003888959645709633
res_u0,MorganFP_989,0.0003881106255139457
res_u0,MorganFP_362,0.0003880712871032301
res_u0,MorganFP_339,0.00037796544014418034
res_u0,MorganFP_1466,0.0003753479193946987
res_u0,MorganFP_1101,0.0003749672034489606
res_u0,MorganFP_438,0.0003699312198732514
res_u0,MorganFP_1755,0.0003690250996587565
res_u0,MorganFP_27,0.00036787068733247
res_u0,MorganFP_795,0.0003669306001102086
res_u0,MorganFP_1830,0.00036400586697345715
res_u0,MorganFP_23,0.0003638431007566396
res_u0,MorganFP_1893,0.0003632974518791343
res_u0,MorganFP_1599,0.0003615770871110726
res_u0,MorganFP_668,0.0003615512239048258
res_u0,MorganFP_13,0.0003608257582754355
res_u0,MorganFP_1455,0.0003606760731927352
res_u0,fr_COO2,0.00035902342798362953
res_u0,MorganFP_601,0.0003582931851851754
res_u0,MorganFP_651,0.00035822706225690126
res_u0,MorganFP_1823,0.0003556979277418577
res_u0,MorganFP_1219,0.0003554227628483204
res_u0,MorganFP_1486,0.00035457574970916995
res_u0,MorganFP_1099,0.00035092685229028576
res_u0,MorganFP_2007,0.0003508597505533544
res_u0,MorganFP_232,0.0003484470681237326
res_u0,MorganFP_1820,0.00034550185126136057
res_u0,fr_COO,0.00034423685565707275
res_u0,MorganFP_2045,0.00034176063296035864
res_u0,MorganFP_675,0.00034149949344646304
res_u0,MorganFP_1398,0.00034141524176084206
res_u0,MorganFP_1674,0.0003409859088133089
res_u0,MorganFP_654,0.00034043457563598167
res_u0,MorganFP_1350,0.0003381111761050306
res_u0,MorganFP_1686,0.0003381089913891628
res_u0,MorganFP_943,0.000338093047725863
res_u0,MorganFP_465,0.0003373936353709723
